RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
5387,15603456,Customer_5387,720,France,Male,60,10,193241.61,2,1,1,70505.72,0
5388,15692459,Customer_5388,585,Spain,Male,44,0,0.0,2,1,1,60748.56,0
5389,15661221,Customer_5389,479,Germany,Female,50,4,0.0,1,0,0,74584.0,0
5390,15652557,Customer_5390,769,Spain,Female,73,0,127691.3,1,1,0,115128.25,0
5391,15736111,Customer_5391,723,France,Male,19,2,239537.46,1,1,0,22918.6,0
5392,15603245,Customer_5392,586,Germany,Male,31,7,206574.23,2,1,1,139648.35,0
5393,15800181,Customer_5393,850,Spain,Female,30,3,145056.07,1,1,1,89036.49,0
5394,15662819,Customer_5394,565,Germany,Male,41,0,44315.54,3,0,0,31976.1,0
5395,15698025,Customer_5395,646,Germany,Female,86,0,181320.83,2,0,0,101877.74,1
5396,15674357,Customer_5396,625,France,Female,51,7,0.0,4,1,0,114819.93,0
5397,15740091,Customer_5397,581,France,Female,36,7,0.0,1,0,0,69262.92,0
5398,15683936,Customer_5398,598,France,Female,47,3,156907.9,2,1,0,179921.15,0
5399,15737934,Customer_5399,587,France,Male,66,3,133471.8,1,1,1,139444.0,1
5400,15777036,Customer_5400,577,Spain,Male,60,9,158603.69,2,1,0,132263.22,0
5401,15581507,Customer_5401,705,France,Male,33,10,0.0,3,1,1,10679.42,0
5402,15600571,Customer_5402,735,Spain,Female,69,1,160750.5,1,0,0,100327.93,1
5403,15647334,Customer_5403,586,Spain,Male,66,1,71822.04,1,1,1,170152.82,0
5404,15767608,Customer_5404,599,France,Female,28,5,162676.34,1,1,0,133658.99,1
5405,15578571,Customer_5405,687,France,Female,64,7,221138.7,3,1,0,46576.92,1
5406,15729446,Customer_5406,674,Spain,Male,52,6,0.0,1,0,0,172238.61,0
5407,15804793,Customer_5407,663,Spain,Female,88,6,0.0,2,1,1,73912.97,0
5408,15765871,Customer_5408,669,France,Female,46,2,0.0,1,1,0,182998.16,0
5409,15613922,Customer_5409,710,France,Female,71,1,168637.29,2,1,1,102455.05,1
5410,15762974,Customer_5410,760,Germany,Male,40,9,23605.02,1,1,1,157318.82,0
5411,15605614,Customer_5411,595,Germany,Female,41,6,184074.67,1,1,1,122390.63,0
5412,15642815,Customer_5412,683,France,Male,27,3,107811.86,2,1,0,58282.5,0
5413,15599988,Customer_5413,601,Germany,Female,78,0,235815.59,2,1,0,130763.12,0
5414,15625636,Customer_5414,451,France,Male,25,0,242992.72,1,1,0,1924.66,0
5415,15738275,Customer_5415,560,France,Female,65,3,117697.32,2,0,0,167036.04,0
5416,15807727,Customer_5416,828,France,Male,46,4,0.0,1,0,0,193159.2,0
5417,15647900,Customer_5417,752,France,Male,43,4,84596.92,2,0,1,41416.55,0
5418,15684250,Customer_5418,449,France,Female,54,0,0.0,1,0,1,176722.05,0
5419,15621845,Customer_5419,580,France,Female,69,2,28013.13,1,0,1,33575.44,0
5420,15680099,Customer_5420,632,France,Female,55,5,44797.44,1,0,0,98298.5,0
5421,15768920,Customer_5421,653,France,Female,23,9,0.0,1,0,0,58525.52,0
5422,15586415,Customer_5422,593,France,Male,25,6,0.0,1,0,0,38374.95,0
5423,15567625,Customer_5423,728,Spain,Female,34,10,0.0,1,0,1,151134.63,1
5424,15608428,Customer_5424,802,France,Male,79,0,91545.62,2,1,0,161316.76,0
5425,15686887,Customer_5425,763,France,Female,51,7,0.0,1,1,1,167719.0,1
5426,15699925,Customer_5426,595,Germany,Male,36,3,218709.88,1,1,1,1707.33,0
5427,15654068,Customer_5427,512,Spain,Male,87,8,60638.42,2,1,1,169563.79,0
5428,15793420,Customer_5428,710,France,Male,54,10,80768.86,2,1,0,10301.13,0
5429,15710519,Customer_5429,501,Germany,Female,55,10,0.0,1,0,0,89686.16,1
5430,15682987,Customer_5430,723,Germany,Female,32,5,234464.67,1,1,1,35064.69,0
5431,15614245,Customer_5431,792,Germany,Male,57,0,32302.56,1,1,1,181337.24,1
5432,15783786,Customer_5432,701,France,Male,26,1,202905.35,2,1,1,115344.36,0
5433,15686691,Customer_5433,542,Germany,Male,70,2,164816.39,2,1,1,93693.65,0
5434,15656213,Customer_5434,551,France,Male,87,1,65385.17,1,0,1,88838.59,0
5435,15650834,Customer_5435,656,Germany,Male,83,9,0.0,2,1,0,80891.78,1
5436,15594525,Customer_5436,827,Germany,Female,69,6,184699.86,1,1,0,94788.65,0
5437,15711876,Customer_5437,664,France,Male,18,0,44087.15,1,1,0,113125.88,0
5438,15757144,Customer_5438,538,Spain,Female,47,8,130540.25,2,0,1,163409.71,0
5439,15602766,Customer_5439,638,France,Female,18,1,0.0,1,0,0,47543.42,0
5440,15719988,Customer_5440,850,Spain,Female,56,3,0.0,2,1,0,160871.07,0
5441,15698837,Customer_5441,502,France,Male,33,7,121063.85,2,1,1,166092.72,0
5442,15642592,Customer_5442,785,France,Male,34,10,0.0,2,0,0,170246.03,1
5443,15642463,Customer_5443,616,France,Male,39,2,83640.38,1,1,1,188307.59,0
5444,15789907,Customer_5444,698,Spain,Male,48,8,0.0,1,0,0,191310.62,0
5445,15703510,Customer_5445,743,France,Female,57,6,131217.07,1,0,1,21594.55,1
5446,15712724,Customer_5446,575,France,Female,44,9,43891.68,1,1,1,175537.02,0
5447,15705700,Customer_5447,767,France,Female,53,2,101956.18,2,1,1,169088.73,0
5448,15592549,Customer_5448,699,Germany,Male,21,2,76039.1,2,1,1,75485.44,1
5449,15750603,Customer_5449,787,Germany,Male,86,4,0.0,1,1,1,138269.54,0
5450,15675109,Customer_5450,690,France,Male,42,4,0.0,3,1,0,185335.46,0
5451,15677621,Customer_5451,841,France,Male,47,9,32783.33,2,0,1,18276.82,0
5452,15812998,Customer_5452,485,France,Male,64,4,238836.13,2,0,1,70908.88,0
5453,15793269,Customer_5453,720,France,Male,29,8,188723.9,4,1,0,194794.63,1
5454,15594399,Customer_5454,678,France,Female,44,8,0.0,2,0,1,109637.73,0
5455,15746814,Customer_5455,543,Germany,Female,62,5,124648.36,1,0,0,18364.18,0
5456,15790434,Customer_5456,780,France,Male,80,10,0.0,2,1,0,192200.75,1
5457,15737756,Customer_5457,540,France,Female,72,10,240883.83,2,1,0,180542.27,0
5458,15585881,Customer_5458,721,France,Female,47,6,11886.01,1,0,1,161282.35,0
5459,15805672,Customer_5459,610,Spain,Female,31,9,176195.47,1,1,1,158710.77,0
5460,15566418,Customer_5460,850,Spain,Female,73,7,131786.64,1,0,1,97194.38,0
5461,15651335,Customer_5461,713,Spain,Male,36,8,0.0,1,0,0,175044.3,0
5462,15772527,Customer_5462,715,France,Female,43,5,101367.35,2,1,1,61144.06,0
5463,15731173,Customer_5463,816,France,Male,88,7,0.0,1,1,0,71720.2,0
5464,15771144,Customer_5464,653,France,Male,55,1,188161.45,2,0,0,43210.35,0
5465,15692449,Customer_5465,702,France,Female,86,9,21415.97,2,1,1,80629.64,1
5466,15799044,Customer_5466,520,Germany,Male,53,7,0.0,2,1,1,46737.0,1
5467,15781320,Customer_5467,655,Spain,Female,35,10,60801.46,1,1,1,67970.2,0
5468,15812353,Customer_5468,659,Spain,Male,74,1,45141.9,2,1,0,138073.95,1
5469,15608087,Customer_5469,462,Spain,Male,40,7,11546.43,2,0,0,86023.42,0
5470,15693423,Customer_5470,697,France,Female,31,1,159517.56,1,1,0,153528.83,0
5471,15576490,Customer_5471,788,Germany,Female,86,2,201025.11,1,0,1,95802.88,0
5472,15692658,Customer_5472,738,France,Male,39,6,239707.59,2,0,0,27853.77,1
5473,15804776,Customer_5473,779,France,Female,45,10,115816.08,2,1,0,148416.71,0
5474,15812028,Customer_5474,720,Germany,Male,60,8,77132.96,2,0,0,13196.27,0
5475,15807086,Customer_5475,656,France,Female,35,2,0.0,3,1,1,188482.07,1
5476,15788837,Customer_5476,469,France,Male,53,4,0.0,2,1,0,168193.38,0
5477,15673588,Customer_5477,563,France,Male,24,8,0.0,1,1,1,192611.94,0
5478,15738208,Customer_5478,660,Germany,Male,40,6,0.0,1,1,0,49737.25,0
5479,15634754,Customer_5479,595,Spain,Male,51,1,0.0,1,1,1,96247.57,0
5480,15601246,Customer_5480,558,France,Male,38,4,52816.32,1,1,1,38616.66,0
5481,15597171,Customer_5481,850,Spain,Female,87,4,0.0,1,1,1,84496.9,1
5482,15676224,Customer_5482,794,France,Male,64,8,201188.39,1,1,0,48744.7,0
5483,15690080,Customer_5483,850,France,Female,70,1,145278.17,2,1,1,170548.85,0
5484,15788774,Customer_5484,597,Germany,Female,58,0,69152.28,1,0,0,24325.59,1
5485,15597041,Customer_5485,641,Germany,Male,49,3,171014.96,2,1,1,45026.24,0
5486,15609332,Customer_5486,610,Spain,Male,31,3,0.0,2,1,0,52822.38,0
5487,15755097,Customer_5487,459,France,Female,34,0,212691.03,2,1,0,147635.43,0
5488,15751490,Customer_5488,692,Germany,Male,42,9,77710.24,2,1,0,126073.87,0
5489,15785574,Customer_5489,603,Germany,Male,81,6,16140.99,1,1,1,27261.91,0
5490,15791886,Customer_5490,599,Spain,Female,90,1,0.0,2,1,0,121129.02,0
5491,15627073,Customer_5491,572,France,Female,65,10,215458.86,1,0,0,169281.58,1
5492,15723182,Customer_5492,643,Spain,Female,52,8,59877.12,2,1,1,90447.7,0
5493,15668043,Customer_5493,727,Germany,Female,54,6,111070.11,2,1,1,122366.3,1
5494,15780933,Customer_5494,555,France,Female,72,6,0.0,1,0,0,106396.33,1
5495,15581512,Customer_5495,615,France,Female,34,0,13207.04,2,1,0,71568.61,0
5496,15598941,Customer_5496,624,France,Male,45,8,225645.78,2,1,0,526.13,0
5497,15680506,Customer_5497,636,Germany,Female,18,9,42412.77,2,1,0,37266.85,0
5498,15690646,Customer_5498,566,Spain,Female,70,8,194024.11,1,1,0,189425.61,0
5499,15694796,Customer_5499,704,Germany,Male,90,1,0.0,2,0,1,70934.0,1
5500,15582198,Customer_5500,651,Germany,Male,72,9,0.0,1,1,0,59430.78,1
5501,15586860,Customer_5501,622,Germany,Male,78,8,0.0,1,0,0,122779.85,0
5502,15710710,Customer_5502,690,France,Male,30,1,0.0,2,1,1,180753.62,0
5503,15787724,Customer_5503,637,France,Male,64,1,0.0,2,0,1,60498.21,0
5504,15680415,Customer_5504,567,France,Male,81,7,0.0,1,1,0,44625.15,0
5505,15737142,Customer_5505,677,France,Female,49,2,0.0,1,1,1,180386.86,0
5506,15585287,Customer_5506,662,France,Male,45,2,145279.48,2,1,1,154698.05,0
5507,15690619,Customer_5507,455,Germany,Male,70,6,74853.6,1,1,0,140517.23,1
5508,15690248,Customer_5508,749,France,Male,48,9,210289.96,1,1,1,111439.32,0
5509,15755188,Customer_5509,525,France,Male,25,5,153833.77,1,1,1,85114.22,0
5510,15768162,Customer_5510,650,France,Female,89,6,68417.64,2,1,0,127569.77,0
5511,15602915,Customer_5511,610,France,Male,91,5,225942.02,2,0,0,43389.19,0
5512,15679239,Customer_5512,667,Spain,Male,42,8,0.0,2,1,1,163466.98,0
5513,15717339,Customer_5513,598,Spain,Female,50,1,128807.32,1,1,1,83282.75,0
5514,15783630,Customer_5514,678,Germany,Female,85,7,18277.02,2,1,1,150945.19,0
5515,15631067,Customer_5515,780,France,Female,24,10,228352.48,2,1,0,162332.87,0
5516,15736910,Customer_5516,600,Spain,Male,83,5,238545.74,1,0,1,15075.91,0
5517,15690317,Customer_5517,610,Spain,Female,63,3,145023.67,1,0,1,135088.69,0
5518,15693545,Customer_5518,579,Spain,Female,22,5,116203.2,2,1,0,60556.22,0
5519,15799341,Customer_5519,681,France,Female,34,5,96295.62,1,0,0,71763.76,0
5520,15810393,Customer_5520,623,Germany,Male,69,9,74331.52,2,0,1,146685.58,0
5521,15786276,Customer_5521,661,Spain,Male,29,2,147887.04,1,0,1,191472.92,0
5522,15594790,Customer_5522,533,Germany,Female,79,7,40742.81,2,0,1,160729.05,0
5523,15712938,Customer_5523,655,Germany,Male,52,4,0.0,2,0,0,58345.39,0
5524,15585174,Customer_5524,471,France,Male,79,10,52230.1,1,1,1,141567.78,1
5525,15671651,Customer_5525,700,Germany,Male,38,9,188923.18,2,1,1,65556.16,0
5526,15814533,Customer_5526,584,France,Male,83,10,83653.07,3,0,1,87921.83,0
5527,15637181,Customer_5527,609,Germany,Male,70,3,0.0,2,1,1,24619.93,0
5528,15659608,Customer_5528,662,France,Female,38,1,0.0,1,0,1,166853.74,0
5529,15662100,Customer_5529,544,France,Female,32,9,193630.0,2,1,0,129379.03,0
5530,15734150,Customer_5530,547,France,Female,91,0,184416.8,2,1,1,172588.45,0
5531,15732926,Customer_5531,850,Germany,Female,40,6,66101.52,1,0,0,44708.84,0
5532,15755421,Customer_5532,648,France,Male,48,9,89320.56,2,1,0,25875.07,1
5533,15740654,Customer_5533,742,Germany,Female,71,10,0.0,1,1,1,163086.99,1
5534,15656445,Customer_5534,584,Spain,Female,72,2,183578.5,2,0,0,175790.12,0
5535,15721448,Customer_5535,632,France,Male,43,2,181046.54,2,1,1,34393.64,0
5536,15711600,Customer_5536,576,France,Male,70,2,74537.22,1,1,1,128378.85,0
5537,15712019,Customer_5537,788,France,Male,83,9,200081.03,1,1,0,33021.04,1
5538,15693332,Customer_5538,675,Spain,Male,56,2,96020.27,1,0,0,2919.03,0
5539,15578239,Customer_5539,613,Germany,Female,24,1,0.0,2,1,0,108467.32,1
5540,15737195,Customer_5540,702,France,Male,56,5,79014.66,2,0,1,190058.1,0
5541,15595580,Customer_5541,583,France,Male,49,9,0.0,1,0,1,118099.1,1
5542,15701952,Customer_5542,518,Germany,Male,43,2,0.0,1,1,0,85829.06,1
5543,15805705,Customer_5543,764,Spain,Male,46,0,0.0,2,0,1,56416.53,0
5544,15732334,Customer_5544,626,Spain,Male,42,9,119418.46,1,1,1,56301.97,0
5545,15607545,Customer_5545,687,Germany,Male,73,8,184001.55,2,1,0,52622.19,0
5546,15613717,Customer_5546,622,France,Female,48,5,240578.81,2,0,0,41840.22,1
5547,15601726,Customer_5547,690,France,Female,83,5,28867.15,2,1,0,13316.19,0
5548,15575513,Customer_5548,455,France,Female,19,9,0.0,2,1,0,151413.93,0
5549,15774217,Customer_5549,570,France,Male,64,8,128591.45,2,0,1,63076.87,1
5550,15663235,Customer_5550,468,France,Male,46,1,50893.11,2,1,1,31221.23,0
5551,15636373,Customer_5551,816,France,Female,66,9,0.0,1,0,0,120839.62,0
5552,15601232,Customer_5552,664,France,Female,90,8,118556.35,2,1,1,186865.11,1
5553,15629779,Customer_5553,617,Spain,Female,49,2,149375.33,1,1,1,137695.92,0
5554,15585245,Customer_5554,565,Germany,Female,47,2,206849.85,1,1,1,38367.55,1
5555,15646760,Customer_5555,762,Spain,Male,32,2,249472.82,2,1,1,82828.33,0
5556,15811270,Customer_5556,827,Germany,Female,79,0,0.0,2,0,1,165028.3,1
5557,15659996,Customer_5557,682,France,Male,34,9,0.0,2,1,0,10138.9,0
5558,15812277,Customer_5558,673,Germany,Male,39,6,189514.74,1,0,0,67319.28,0
5559,15617878,Customer_5559,677,France,Male,47,9,0.0,1,1,0,77571.3,0
5560,15760535,Customer_5560,598,Germany,Female,33,6,118194.3,1,1,1,90527.75,0
5561,15632419,Customer_5561,634,France,Female,69,1,234574.84,2,1,0,111730.36,0
5562,15698983,Customer_5562,467,Spain,Female,25,5,0.0,2,1,1,98738.8,0
5563,15685929,Customer_5563,547,France,Male,81,3,173606.34,2,1,0,32544.24,0
5564,15748498,Customer_5564,687,France,Male,56,10,0.0,2,1,1,83391.56,0
5565,15738692,Customer_5565,625,Spain,Female,48,6,0.0,1,0,1,73808.99,0
5566,15772887,Customer_5566,769,France,Male,29,6,200392.11,2,1,1,185858.14,0
5567,15661938,Customer_5567,530,Germany,Female,50,3,81746.05,2,1,1,148561.8,0
5568,15746423,Customer_5568,757,Germany,Male,75,2,80107.22,1,0,1,173211.2,0
5569,15698181,Customer_5569,591,Spain,Male,29,6,0.0,2,0,1,141927.07,1
5570,15628572,Customer_5570,588,Spain,Male,42,8,0.0,1,1,0,11385.21,0
5571,15750185,Customer_5571,588,Spain,Male,55,3,170462.68,2,0,0,94814.12,0
5572,15650844,Customer_5572,575,France,Male,65,5,54697.03,1,1,0,155593.32,0
5573,15810645,Customer_5573,712,Spain,Male,72,6,231651.48,4,0,0,118288.42,0
5574,15808189,Customer_5574,594,Germany,Male,20,9,212177.06,1,1,1,151705.93,0
5575,15767509,Customer_5575,464,Germany,Female,86,2,93732.44,1,0,1,192380.04,1
5576,15724919,Customer_5576,680,France,Male,52,4,0.0,3,0,1,49484.15,0
5577,15660017,Customer_5577,684,Germany,Male,68,0,0.0,1,1,0,196670.64,0
5578,15705788,Customer_5578,638,Spain,Female,44,5,0.0,2,1,1,24115.35,1
5579,15599828,Customer_5579,654,Spain,Female,54,4,17543.24,1,1,0,184000.49,0
5580,15686533,Customer_5580,646,France,Female,33,6,118511.96,2,0,1,38645.87,1
5581,15618811,Customer_5581,719,France,Female,42,8,0.0,2,0,1,143875.41,0
5582,15808521,Customer_5582,794,France,Male,50,10,0.0,2,1,1,156655.85,1
5583,15601010,Customer_5583,532,Spain,Male,79,3,204361.3,1,1,0,162223.49,0
5584,15663665,Customer_5584,838,Germany,Female,34,8,160862.78,2,1,0,87546.24,0
5585,15724295,Customer_5585,788,France,Male,60,5,215493.38,1,1,1,33882.7,0
5586,15695676,Customer_5586,621,France,Female,47,4,0.0,2,1,1,159203.03,0
5587,15801248,Customer_5587,679,France,Male,58,1,53238.43,1,1,0,128890.7,0
5588,15641691,Customer_5588,780,France,Male,21,0,174200.88,3,1,0,51587.48,0
5589,15771974,Customer_5589,717,Spain,Male,83,7,0.0,2,0,0,78521.14,1
5590,15578785,Customer_5590,708,Germany,Male,77,5,14705.22,1,1,0,59529.89,0
5591,15638272,Customer_5591,760,France,Male,26,6,70346.57,2,1,1,182952.33,0
5592,15800464,Customer_5592,499,Germany,Female,48,5,0.0,1,1,1,160736.51,0
5593,15779597,Customer_5593,560,France,Male,86,9,33769.49,2,1,0,176500.85,0
5594,15626282,Customer_5594,635,Spain,Male,41,6,64118.61,1,0,1,10330.62,0
5595,15652836,Customer_5595,754,France,Male,41,8,102155.7,1,0,0,132203.37,0
5596,15812558,Customer_5596,827,France,Male,62,4,0.0,1,0,1,53527.04,1
5597,15691012,Customer_5597,718,France,Male,54,0,216463.78,2,1,0,149636.91,0
5598,15738294,Customer_5598,598,Germany,Female,75,0,0.0,1,1,1,178212.2,0
5599,15604820,Customer_5599,643,Germany,Male,40,8,0.0,1,1,1,153181.62,0
5600,15791601,Customer_5600,577,Germany,Female,52,4,16731.63,2,1,0,182165.66,1
5601,15612118,Customer_5601,593,France,Male,80,10,36371.96,1,1,1,79749.08,0
5602,15623186,Customer_5602,577,France,Male,23,1,0.0,1,1,1,124831.93,0
5603,15697941,Customer_5603,705,France,Female,23,2,47797.27,2,1,0,94973.62,0
5604,15675488,Customer_5604,692,Germany,Male,47,0,0.0,2,1,0,166011.48,1
5605,15753521,Customer_5605,756,France,Male,18,5,64619.77,2,1,0,112614.16,0
5606,15687384,Customer_5606,673,Germany,Female,80,5,14952.5,2,0,1,141971.61,0
5607,15653504,Customer_5607,611,Spain,Male,25,2,30309.12,1,1,0,126184.02,0
5608,15716313,Customer_5608,699,Spain,Female,45,2,180351.29,2,1,1,172422.02,0
5609,15651522,Customer_5609,771,France,Female,50,6,0.0,1,1,1,105661.37,1
5610,15623789,Customer_5610,713,France,Female,70,0,64993.41,1,1,1,21774.39,0
5611,15803021,Customer_5611,784,France,Male,55,4,100541.56,1,0,1,189771.49,1
5612,15721202,Customer_5612,676,Germany,Male,69,2,0.0,2,1,1,111188.15,0
5613,15746022,Customer_5613,507,Spain,Female,28,4,122649.37,2,1,0,156554.41,0
5614,15686795,Customer_5614,735,France,Male,19,10,236706.45,2,1,0,135805.3,0
5615,15622986,Customer_5615,730,France,Female,70,3,114203.73,1,0,1,86333.06,0
5616,15596553,Customer_5616,820,Spain,Male,85,5,57791.42,2,1,1,190252.24,0
5617,15780306,Customer_5617,572,Spain,Female,24,8,138674.28,2,0,0,146568.27,0
5618,15653635,Customer_5618,674,France,Male,84,1,0.0,1,1,0,46310.35,1
5619,15572641,Customer_5619,669,Germany,Female,26,9,198913.2,2,1,1,199155.19,0
5620,15763976,Customer_5620,627,France,Male,80,7,234429.1,2,1,1,199965.06,0
5621,15681296,Customer_5621,507,France,Female,28,1,210710.85,1,0,0,57909.1,0
5622,15781363,Customer_5622,615,Spain,Male,54,3,103369.53,1,1,0,197030.13,1
5623,15798266,Customer_5623,625,Spain,Female,31,8,0.0,2,0,1,123475.73,0
5624,15626766,Customer_5624,607,Spain,Male,36,3,229477.34,1,1,1,37053.07,0
5625,15669430,Customer_5625,690,France,Male,25,6,0.0,4,0,0,195642.71,1
5626,15682184,Customer_5626,808,Spain,Female,24,10,194849.59,2,0,0,20390.07,1
5627,15746309,Customer_5627,724,France,Male,76,4,0.0,2,1,0,127480.95,1
5628,15722868,Customer_5628,567,France,Male,80,1,148586.24,1,0,0,167417.92,1
5629,15784628,Customer_5629,752,Germany,Male,24,7,125171.31,1,0,1,165851.29,1
5630,15663402,Customer_5630,763,France,Male,72,10,177968.99,2,1,1,1252.07,0
5631,15761869,Customer_5631,709,Spain,Female,20,9,0.0,1,1,1,85039.18,0
5632,15732761,Customer_5632,813,Germany,Male,84,9,127177.54,1,1,1,17761.53,0
5633,15787756,Customer_5633,633,France,Male,35,1,84959.38,1,0,0,51929.55,1
5634,15783953,Customer_5634,850,France,Female,62,2,49414.69,1,1,1,187598.98,1
5635,15770428,Customer_5635,678,France,Male,53,9,0.0,1,1,0,176880.44,1
5636,15709146,Customer_5636,419,France,Female,33,6,148169.46,1,1,1,131840.17,0
5637,15652335,Customer_5637,850,Germany,Male,46,4,192688.86,2,1,0,179676.12,1
5638,15707676,Customer_5638,534,Spain,Female,76,9,219512.83,2,1,0,63253.57,0
5639,15637672,Customer_5639,640,France,Male,35,10,62890.24,2,1,0,165624.33,0
5640,15589174,Customer_5640,606,France,Female,66,2,0.0,1,1,1,136988.68,0
5641,15810411,Customer_5641,622,Germany,Female,63,1,98172.44,2,1,0,146795.47,0
5642,15800287,Customer_5642,649,Spain,Female,46,10,160913.34,2,1,0,17159.48,1
5643,15636136,Customer_5643,746,France,Male,87,5,214057.61,2,1,1,69798.76,0
5644,15648878,Customer_5644,695,France,Female,67,9,71484.43,2,1,1,9753.36,1
5645,15732111,Customer_5645,649,Germany,Male,72,0,0.0,2,1,0,30109.01,1
5646,15570977,Customer_5646,604,France,Female,44,7,125276.53,1,1,0,54305.71,0
5647,15761550,Customer_5647,632,France,Female,24,4,199738.55,1,1,1,117137.17,0
5648,15777066,Customer_5648,762,Germany,Female,58,4,0.0,1,1,0,151973.34,1
5649,15694721,Customer_5649,676,Germany,Male,28,1,0.0,1,1,1,21704.88,0
5650,15622613,Customer_5650,577,Germany,Male,22,6,79106.35,2,0,1,10949.18,1
5651,15672049,Customer_5651,707,Germany,Female,83,4,179045.51,2,1,1,176722.36,0
5652,15701032,Customer_5652,823,Germany,Female,73,7,155393.41,2,1,1,26087.58,0
5653,15689424,Customer_5653,567,France,Female,29,4,119603.31,1,0,1,89664.29,0
5654,15609496,Customer_5654,467,France,Female,59,8,100802.49,2,1,0,22558.3,1
5655,15629734,Customer_5655,654,France,Female,27,4,89584.01,1,0,0,107010.64,0
5656,15743680,Customer_5656,710,France,Female,45,2,12321.85,1,1,0,21262.38,0
5657,15566204,Customer_5657,806,Germany,Female,24,1,0.0,2,1,1,152454.71,1
5658,15678248,Customer_5658,572,Spain,Female,31,4,0.0,2,1,1,17125.8,1
5659,15587422,Customer_5659,629,Spain,Male,86,9,213605.81,2,0,0,86043.93,0
5660,15615408,Customer_5660,607,Germany,Female,78,9,216421.33,1,1,1,84118.51,1
5661,15700927,Customer_5661,721,France,Male,68,4,213086.4,2,0,1,184148.02,0
5662,15754675,Customer_5662,541,France,Female,59,5,206300.74,2,1,1,85964.82,0
5663,15765784,Customer_5663,791,Spain,Male,25,1,0.0,2,1,1,14198.38,0
5664,15679331,Customer_5664,706,Germany,Male,67,4,128028.68,3,1,0,108684.08,0
5665,15623978,Customer_5665,526,Germany,Female,18,0,0.0,1,0,0,144988.73,0
5666,15723663,Customer_5666,622,Spain,Male,86,2,192347.63,1,1,1,67475.29,0
5667,15778504,Customer_5667,666,Germany,Male,28,2,10436.87,2,1,1,121715.26,0
5668,15629141,Customer_5668,577,Spain,Female,65,2,0.0,1,1,0,24340.8,1
5669,15623154,Customer_5669,578,France,Female,27,2,12560.85,1,1,1,85067.93,0
5670,15770695,Customer_5670,582,Germany,Female,32,7,77358.65,1,1,0,33191.76,0
5671,15740076,Customer_5671,580,Spain,Male,64,0,114582.99,1,1,1,54736.82,0
5672,15815206,Customer_5672,436,France,Female,42,5,224295.83,1,1,1,128201.53,0
5673,15773468,Customer_5673,740,Germany,Male,23,5,167052.23,2,1,0,150718.57,1
5674,15756532,Customer_5674,777,France,Female,28,0,96996.3,1,1,1,62307.33,0
5675,15603923,Customer_5675,476,Spain,Female,34,0,127757.18,1,1,1,197955.31,0
5676,15760746,Customer_5676,662,France,Male,32,2,206173.48,2,1,0,56964.44,0
5677,15745025,Customer_5677,616,Germany,Male,33,7,81917.34,2,1,0,30037.9,1
5678,15640381,Customer_5678,614,France,Male,73,5,157608.35,2,1,1,173486.34,0
5679,15690566,Customer_5679,560,Germany,Female,83,3,72939.25,2,1,0,129941.55,1
5680,15660066,Customer_5680,611,France,Female,53,4,125191.22,1,1,1,135910.62,0
5681,15645941,Customer_5681,850,France,Female,55,9,0.0,1,0,1,158858.05,0
5682,15723136,Customer_5682,725,France,Male,20,2,0.0,2,0,0,199890.63,0
5683,15583958,Customer_5683,641,Spain,Male,35,10,0.0,1,1,0,56830.49,0
5684,15756857,Customer_5684,509,France,Male,71,10,0.0,2,0,1,109611.36,0
5685,15602603,Customer_5685,601,France,Male,34,5,0.0,1,0,1,140849.49,0
5686,15669547,Customer_5686,647,Spain,Female,30,5,160038.67,1,1,0,29252.18,0
5687,15797709,Customer_5687,564,Germany,Male,80,5,0.0,1,1,0,61370.63,1
5688,15725881,Customer_5688,671,Spain,Male,31,8,29308.25,1,1,1,61335.08,0
5689,15705293,Customer_5689,636,France,Female,76,9,20431.72,1,1,1,65497.32,0
5690,15648956,Customer_5690,730,Germany,Female,53,10,201757.57,1,1,0,143639.29,1
5691,15595676,Customer_5691,571,France,Male,35,7,180919.97,3,1,1,118508.02,1
5692,15682996,Customer_5692,698,France,Male,22,5,0.0,2,0,1,143176.09,0
5693,15641017,Customer_5693,707,Germany,Male,31,1,172369.18,2,0,0,102475.74,0
5694,15618345,Customer_5694,677,Germany,Male,42,3,190242.94,2,0,0,191085.59,1
5695,15650934,Customer_5695,625,Spain,Male,61,5,100969.21,2,1,1,104132.66,0
5696,15786712,Customer_5696,716,France,Male,56,8,151644.24,1,1,0,120708.24,1
5697,15690672,Customer_5697,590,France,Female,29,10,0.0,2,1,0,59664.5,0
5698,15623977,Customer_5698,462,France,Female,78,1,0.0,1,1,1,11762.5,0
5699,15668920,Customer_5699,611,Spain,Female,79,5,111477.51,2,1,0,163096.07,0
5700,15586690,Customer_5700,652,France,Female,70,9,187717.54,1,0,1,171285.5,0
5701,15610203,Customer_5701,567,France,Male,70,10,137832.78,2,1,0,170167.99,1
5702,15720799,Customer_5702,640,France,Male,45,9,0.0,2,1,1,160327.58,0
5703,15579535,Customer_5703,466,Germany,Male,52,9,80288.61,1,1,0,53728.21,0
5704,15663034,Customer_5704,711,France,Male,82,6,0.0,2,0,1,114962.9,1
