battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
2060,0,2.0,0,12,1,63,0.1,114,2,8,352,1641,2364,16,17,11,0,1,0,2
1343,0,1.5,1,3,0,9,0.6,162,1,4,914,749,361,10,5,5,0,1,0,0
2545,1,0.8,1,11,1,55,0.3,164,7,16,899,1785,1910,11,2,12,0,0,1,2
1933,0,1.6,0,13,1,46,0.3,182,4,14,1656,1255,1946,17,10,17,1,1,1,2
3348,1,1.6,0,16,1,45,0.2,81,8,18,1108,1880,2323,18,11,19,1,0,1,2
2245,0,2.0,0,19,1,57,0.4,158,4,20,1855,1140,2702,11,9,8,0,1,1,2
1495,1,1.5,0,1,0,3,0.9,90,1,4,903,1812,690,5,2,12,1,0,0,0
2604,1,1.8,1,9,1,60,0.8,120,3,13,1602,1556,1439,17,7,4,1,1,1,2
2144,0,2.0,1,1,0,28,0.5,95,3,6,579,965,1614,9,3,17,0,1,1,1
2309,1,1.1,1,14,0,46,0.8,104,6,14,1600,1075,1418,5,11,5,0,0,1,2
2704,1,1.0,0,18,1,104,0.3,128,7,13,303,874,3758,16,8,5,1,0,1,3
5196,0,1.4,1,6,1,125,0.3,176,2,15,1385,521,2204,13,3,19,0,1,1,3
1563,1,1.3,1,5,1,36,0.4,81,4,20,1153,769,2090,12,7,17,0,0,0,2
2376,0,2.3,0,11,1,102,0.7,186,3,10,921,1223,2494,6,11,10,1,0,1,3
2389,0,1.9,0,19,1,37,0.9,100,6,16,1282,1581,1862,18,9,10,0,0,1,2
1036,1,1.2,1,2,0,10,0.5,158,7,3,356,1950,354,18,1,11,0,0,1,0
2231,0,2.3,0,4,0,29,0.1,82,7,2,366,976,1417,13,4,16,0,1,1,1
1330,0,2.3,0,1,0,7,0.9,83,8,6,1700,1260,761,5,14,10,1,1,0,0
2295,1,2.2,0,5,1,60,0.2,124,6,15,91,1825,2815,5,16,15,0,0,1,2
5932,0,2.9,0,19,1,253,1.0,125,1,17,663,1036,3692,15,0,3,1,0,0,3
1214,0,2.8,1,0,1,6,0.5,191,6,3,1226,1306,765,15,6,13,0,0,1,0
1389,1,2.0,1,1,1,15,0.9,116,7,6,907,1140,480,8,2,19,1,0,0,0
3381,0,2.5,1,19,1,108,0.4,101,8,16,187,1225,3631,8,15,4,1,0,1,3
1379,1,0.7,0,0,0,25,0.6,189,5,4,376,511,1823,9,6,5,0,0,1,1
5008,0,0.7,1,13,1,86,0.2,152,8,18,876,771,3093,7,2,8,0,1,0,3
2065,0,2.7,0,17,1,31,0.7,198,5,9,764,1526,1538,9,4,2,1,0,0,2
3729,1,2.8,1,10,1,53,0.6,190,8,14,1201,503,2733,13,11,16,1,1,0,3
1448,1,2.9,0,0,0,2,0.8,153,4,5,1222,988,998,16,5,8,0,1,0,0
2938,0,2.4,1,8,0,234,0.2,141,8,16,1869,1516,3735,10,0,7,1,1,1,3
4115,1,1.7,1,14,0,240,0.7,81,4,17,815,1666,2177,17,12,11,1,0,0,3
1821,0,1.4,1,1,1,30,0.7,80,5,4,131,939,1884,14,10,14,1,1,1,1
2075,0,2.8,0,4,0,29,0.3,92,3,6,1094,911,1320,15,1,3,0,0,1,1
2415,1,1.4,0,0,1,27,0.6,188,2,5,276,1518,1689,13,0,12,0,1,1,1
1117,1,1.3,1,1,0,24,0.6,97,3,4,654,1509,757,7,15,2,1,0,0,1
1270,0,2.3,1,4,1,23,0.7,132,7,3,396,1156,931,18,13,14,1,1,0,1
2712,0,1.4,0,5,0,32,0.9,104,1,20,1743,1136,1673,14,15,16,0,0,0,2
3406,1,0.9,1,11,1,26,0.8,140,6,15,296,1936,3018,13,12,18,0,1,0,2
1824,0,1.7,1,5,1,32,0.2,136,5,10,1792,1729,1374,10,3,8,1,0,0,2
2600,1,1.8,0,15,1,46,0.2,186,4,15,1510,646,2303,16,14,18,1,1,1,2
2990,0,1.3,1,12,1,57,0.1,158,7,12,1797,1517,2692,13,2,18,0,1,1,2
1166,0,2.3,0,3,0,12,0.6,96,6,2,1957,843,708,10,6,18,1,1,1,0
5535,0,2.9,0,13,1,46,0.4,140,5,11,1007,848,3935,14,1,2,1,0,0,3
1594,1,0.6,1,12,1,17,0.7,163,7,9,738,1161,2621,5,9,19,0,1,1,2
2283,1,2.3,0,2,0,10,0.8,156,4,6,1370,951,819,12,0,15,0,0,0,1
1838,0,2.8,0,4,0,31,0.7,117,7,2,639,1790,1795,5,16,11,1,1,0,1
1927,0,2.7,0,14,1,60,0.1,102,1,14,485,919,1429,8,1,2,0,0,1,2
3782,1,2.3,0,14,1,150,0.2,109,2,9,936,1874,3140,10,5,16,0,1,1,3
3848,1,1.1,0,11,0,236,0.8,182,2,9,753,1560,3113,14,0,8,1,1,1,3
1757,1,1.6,1,8,0,59,0.3,81,7,8,1117,1430,1663,16,0,2,1,0,1,2
3460,1,2.1,1,15,1,20,1.0,90,6,19,1497,1104,1978,5,16,6,1,1,0,2
2325,0,2.7,1,2,1,24,0.4,182,5,7,453,1511,623,14,1,7,0,1,1,1
1414,0,1.9,0,1,1,15,0.9,102,4,4,1699,1655,589,11,6,18,1,1,1,1
3296,0,0.7,0,10,0,203,0.4,146,7,10,664,1881,2246,9,15,16,0,0,1,3
2979,0,2.7,1,10,1,41,0.7,172,2,14,272,1662,1750,17,11,17,0,1,0,2
1443,1,0.6,1,1,1,11,0.8,157,2,2,714,1748,599,17,1,6,0,0,1,1
1848,0,2.3,1,3,1,12,0.4,94,7,5,426,1146,1065,7,8,14,0,1,0,1
5046,1,1.3,0,8,0,103,0.4,157,4,19,467,1518,2925,18,12,19,0,0,0,3
3931,1,2.6,1,15,1,167,0.7,172,7,13,1903,1150,2749,6,13,10,0,0,1,3
3475,1,2.4,0,10,1,21,0.8,142,7,13,1180,1498,2160,7,7,9,1,1,0,2
3177,0,1.7,1,10,1,42,0.6,163,2,13,851,642,2222,10,7,10,0,0,1,2
879,1,1.8,0,2,0,9,0.4,146,8,7,804,831,729,13,7,18,0,1,0,0
3438,1,1.6,1,18,1,48,0.1,138,8,10,250,970,1127,11,11,16,1,1,1,2
1318,1,1.3,1,0,1,15,0.9,192,2,7,936,1198,1019,13,5,12,0,1,1,0
4711,0,2.3,0,13,0,60,0.7,82,7,8,817,1623,2737,6,10,6,0,0,1,3
1056,0,1.5,0,2,0,11,0.9,153,2,4,1300,525,413,12,11,12,0,0,1,0
3384,1,0.7,1,7,1,40,0.7,162,8,13,805,1445,2783,8,12,8,0,1,0,2
1046,1,1.5,1,3,1,15,0.3,124,4,4,803,1779,671,8,0,17,0,1,0,0
1676,0,1.4,0,4,0,30,0.7,188,4,3,518,550,612,8,6,2,0,1,1,1
2972,0,2.9,1,10,1,176,0.9,96,7,10,1059,1891,3439,18,14,15,0,0,0,3
2869,1,2.9,0,15,1,102,0.7,165,1,20,1304,857,3807,17,13,5,1,1,1,3
960,1,0.8,0,3,0,10,0.5,165,7,6,823,676,752,15,5,10,1,1,1,0
1575,1,0.6,0,10,1,37,0.3,83,8,17,622,777,2900,11,14,6,0,0,0,2
5862,1,1.7,1,13,0,42,1.0,121,8,20,21,798,2940,14,13,17,1,0,1,3
692,1,1.1,1,3,0,3,0.9,88,3,2,1680,633,595,6,14,7,1,1,0,0
2439,0,0.6,1,4,1,9,0.8,193,5,7,227,590,1270,16,0,16,0,1,0,1
4355,1,2.9,1,17,1,104,0.4,117,7,11,1835,739,2909,17,2,3,1,1,1,3
4417,0,1.6,0,9,1,231,0.7,195,4,19,161,1296,2050,9,17,17,0,1,1,3
2598,0,1.5,1,8,1,86,1.0,173,7,19,793,929,2952,9,5,6,1,1,0,3
932,0,1.8,0,1,1,5,0.9,90,3,3,1087,1087,354,16,9,13,1,0,1,0
2049,1,1.3,1,1,0,16,1.0,168,5,7,513,701,1048,8,0,11,0,1,1,1
3337,1,2.9,0,14,1,55,0.4,88,1,14,452,775,1694,8,2,18,0,0,1,2
2936,1,2.3,0,14,0,45,0.7,196,6,12,286,1651,1139,8,12,7,0,0,1,2
3642,1,0.6,0,12,0,142,0.8,130,2,20,1062,1663,2201,9,12,19,1,1,1,3
2039,1,2.4,1,14,0,45,0.3,109,3,10,305,1395,1961,18,7,19,1,0,0,2
1838,1,0.6,1,6,1,54,0.6,187,8,9,122,1350,1866,16,5,6,0,0,0,2
2388,0,2.5,1,9,1,21,0.6,186,2,9,368,1282,1708,6,6,19,1,0,0,2
3462,0,2.1,0,7,1,112,0.3,195,8,10,1885,1677,3510,15,3,6,1,0,1,3
772,0,2.7,1,1,0,2,0.5,169,7,4,90,913,296,7,9,8,1,1,1,0
1669,0,1.4,0,10,1,25,0.9,142,2,17,951,588,2365,14,5,4,0,1,0,2
3904,1,1.2,0,19,1,226,0.6,137,8,10,1739,1852,3680,7,15,6,0,0,0,3
2132,1,1.2,1,2,1,25,0.7,86,2,7,623,1707,978,11,7,2,1,1,1,1
1990,1,2.7,0,4,0,23,0.7,171,7,6,82,565,1500,10,14,3,1,0,1,1
910,1,2.0,0,3,0,10,0.6,105,6,6,1547,960,526,7,13,13,1,0,0,0
2293,1,1.6,0,0,0,18,1.0,114,8,2,295,1891,1484,5,10,5,0,1,1,1
2418,1,1.5,0,10,1,18,0.6,183,2,9,517,1490,1198,12,8,14,1,1,0,2
1496,0,1.6,1,2,0,14,0.9,107,2,2,419,1063,383,8,4,17,0,1,1,0
2752,0,1.5,1,13,0,57,0.3,188,4,17,429,1464,1116,17,10,11,0,1,0,2
3947,1,1.8,0,18,1,67,0.5,182,2,16,514,1077,3558,18,9,13,1,1,1,3
564,1,2.8,0,3,1,10,0.9,190,2,4,79,1560,982,11,16,13,1,0,0,0
2817,1,2.1,1,13,0,192,0.3,198,7,16,401,1769,2120,17,11,17,1,0,1,3
851,1,2.4,0,4,0,9,0.4,104,3,3,1159,1542,943,6,11,14,1,0,1,0
1182,1,1.2,0,4,0,2,0.3,105,2,6,609,1456,276,16,16,5,0,0,1,0
2417,1,2.6,0,3,1,23,0.2,129,7,6,1695,1113,1895,11,2,17,1,1,1,1
3189,0,0.7,1,6,0,60,0.2,92,7,20,1490,883,3296,17,6,8,0,1,1,3
2046,1,2.2,0,1,0,15,0.3,152,1,2,532,1212,561,15,8,2,1,0,0,1
1842,1,2.4,0,2,1,28,0.8,153,4,5,954,667,1053,9,5,18,1,1,1,1
1037,0,1.6,0,4,0,14,0.8,124,6,4,1604,1503,375,6,8,10,0,1,1,0
836,0,0.6,1,4,1,8,0.7,134,1,2,1329,1784,708,12,14,7,1,0,0,0
2819,0,0.8,1,9,1,55,1.0,150,1,20,1336,837,2165,5,16,4,0,1,0,2
783,0,2.7,1,4,0,11,0.8,143,7,4,829,1947,292,14,8,7,1,0,0,0
2261,1,0.8,1,1,0,27,0.4,180,1,5,1635,1838,1059,14,12,14,1,0,0,1
4654,1,1.0,1,6,1,131,0.2,187,1,9,1484,628,3797,7,0,12,0,1,0,3
2582,0,2.2,0,9,1,33,0.9,149,3,14,1526,1657,1189,8,7,5,0,0,0,2
3122,1,1.3,0,9,1,61,0.8,86,1,9,1533,1631,1597,11,5,9,1,1,0,2
1875,1,2.2,1,1,0,29,0.7,131,6,2,1900,1739,1281,10,10,19,0,1,1,1
5040,1,2.8,0,14,1,206,0.4,121,8,20,348,1020,3898,10,14,13,1,1,0,3
4033,0,1.3,1,13,0,178,0.2,96,8,10,1924,509,2835,5,0,7,0,1,0,3
5272,0,1.6,0,7,1,66,0.9,185,4,11,1376,822,3208,5,10,8,1,0,0,3
5596,1,0.9,0,10,1,148,0.9,190,2,8,699,1118,2092,7,3,7,0,1,1,3
3596,1,1.3,1,18,0,42,0.2,85,6,16,767,906,2181,13,13,17,0,0,0,3
1500,1,1.0,0,17,1,34,0.4,176,6,13,518,1339,1878,7,14,9,0,0,0,2
2531,0,2.0,0,12,1,191,0.3,157,7,11,130,1184,3401,15,8,15,0,1,0,3
1324,0,1.3,1,0,0,15,0.6,163,7,6,356,533,895,11,6,5,0,0,1,0
570,1,2.0,0,0,0,2,0.3,177,8,7,1916,1381,302,10,16,4,1,1,1,0
1154,0,1.0,1,0,1,23,0.4,123,5,5,109,1241,1026,14,15,13,1,0,0,1
2723,1,2.2,0,14,1,47,0.8,160,8,10,1299,1170,1653,8,14,15,1,1,1,2
2123,0,2.2,1,7,1,24,0.9,144,3,11,306,1085,2316,10,5,15,0,1,0,2
2980,1,2.2,0,18,1,206,0.5,164,5,14,488,1673,3960,6,15,18,0,0,0,3
1089,0,1.3,0,3,0,5,0.9,137,4,6,725,893,761,10,8,9,0,0,0,0
1943,1,2.3,1,14,1,27,0.4,189,2,20,1241,1868,1253,13,5,10,0,1,1,2
1834,0,2.1,1,3,1,19,0.5,83,4,4,396,1290,2023,14,16,10,1,0,0,1
740,0,2.3,0,4,1,4,0.4,189,5,7,1077,1935,957,5,17,4,0,0,0,0
2622,1,1.6,0,11,1,116,0.9,170,7,9,1627,1546,3150,8,11,8,0,0,0,3
3161,1,0.7,1,10,1,96,0.6,152,6,16,1204,1238,2353,15,7,10,1,0,0,3
935,1,1.9,0,2,0,9,0.8,175,7,6,1119,1187,372,5,13,10,1,0,1,0
5909,0,1.4,0,11,1,122,0.3,152,7,14,790,673,3829,9,16,13,0,1,1,3
795,0,2.1,1,0,0,6,0.8,189,3,6,412,1639,269,9,15,14,1,1,1,0
4720,0,2.7,1,13,1,99,0.8,125,5,18,327,1946,3374,12,12,11,0,1,0,3
2070,1,2.7,0,3,0,23,0.8,169,6,2,555,1018,1951,8,2,18,0,1,1,1
2328,0,1.4,0,2,1,11,0.8,134,1,6,1454,1234,1887,7,13,11,0,0,1,1
684,1,1.2,0,4,0,12,0.4,170,5,5,857,555,257,17,1,15,0,1,0,0
657,1,1.6,0,2,0,5,0.4,122,8,7,1390,1672,674,9,16,15,1,1,0,0
1633,0,0.6,1,4,0,15,0.7,117,6,2,633,1479,1455,16,10,10,1,1,0,1
2299,1,0.8,1,16,1,59,0.7,132,1,20,923,1507,2087,5,10,12,0,1,1,2
1393,1,2.2,1,3,0,13,0.4,122,2,7,572,1008,956,16,15,14,1,0,0,1
1313,0,2.8,0,3,0,9,0.6,118,7,2,142,678,595,14,8,15,1,0,1,0
1784,0,2.1,1,2,0,15,0.6,179,6,4,889,1606,1902,10,9,13,0,0,1,1
2234,1,2.9,0,0,0,16,0.2,90,2,4,608,1039,684,16,8,19,1,1,0,1
5032,0,0.7,1,17,1,245,0.6,120,6,15,1,1638,3955,14,15,3,1,0,1,3
963,1,1.2,1,2,1,5,0.3,87,1,2,1803,1078,917,6,2,14,1,1,0,0
688,0,2.5,0,4,1,5,1.0,81,3,5,1415,1639,380,18,2,8,1,0,0,0
2245,1,2.2,0,15,1,38,1.0,89,2,11,1526,1127,2498,8,8,13,1,0,1,2
1073,0,2.9,1,0,1,14,0.1,142,2,2,1741,1833,907,17,4,8,1,1,0,0
4283,1,0.7,0,17,0,196,1.0,111,4,12,1460,1218,3253,18,12,7,1,0,1,3
1036,1,1.8,0,1,0,9,0.1,134,1,3,666,1822,560,17,4,19,1,0,1,0
3786,1,2.9,1,18,1,159,0.1,183,6,15,1092,771,2394,11,0,3,0,0,0,3
2268,1,2.3,1,19,1,25,0.5,176,5,8,181,1467,2972,18,7,7,0,1,1,2
1117,0,1.9,1,0,0,12,0.9,120,6,4,1927,830,1010,14,2,7,0,1,1,1
612,1,1.5,1,4,1,6,0.8,112,6,6,98,1202,1003,11,4,17,1,1,0,0
1391,0,2.8,1,3,1,9,0.6,179,3,7,1887,1784,1848,7,5,18,0,1,0,1
2327,1,2.2,1,2,0,16,0.7,171,4,6,830,1406,1357,6,17,8,1,1,1,1
1095,1,2.7,0,4,0,10,0.7,192,6,5,470,881,1495,17,3,13,0,1,1,1
596,0,0.6,1,4,0,14,0.8,156,8,7,1709,1378,642,7,17,10,1,1,1,0
2102,1,2.0,1,3,1,18,0.7,167,7,4,481,1070,1113,9,10,15,1,1,0,1
728,1,1.4,0,2,1,13,0.5,123,8,3,1042,1848,656,10,1,14,1,1,1,0
1213,0,0.8,0,4,0,13,0.7,83,7,2,979,616,1766,16,12,14,0,1,0,1
1858,1,2.1,1,14,1,40,0.2,121,3,12,1020,1300,1557,10,13,9,0,1,1,2
1408,0,1.4,0,1,0,10,0.3,88,7,2,1664,1317,1278,11,8,6,0,0,1,1
5772,1,1.2,0,13,1,166,0.2,172,1,17,1270,677,3986,12,10,13,0,1,1,3
1949,1,2.3,1,18,1,25,0.9,154,4,20,52,1383,2258,15,11,15,1,1,1,2
667,1,1.3,0,2,0,11,0.3,134,6,2,1549,1558,538,15,12,18,0,0,0,0
2181,0,1.3,1,3,0,13,0.5,117,1,5,65,1166,1819,16,9,11,1,0,0,1
1288,1,0.8,1,0,1,8,0.9,163,2,3,233,1878,830,16,14,10,0,0,0,0
3042,1,2.4,0,8,1,17,0.7,87,5,12,340,1142,2735,14,7,10,1,0,1,2
1028,0,2.2,0,0,1,2,0.3,139,2,2,1046,1260,301,18,10,3,0,1,0,0
1339,1,2.4,1,3,1,6,0.5,188,4,3,1335,1184,717,7,3,18,1,0,0,0
1334,0,0.8,1,4,1,11,0.8,110,6,3,1747,667,276,14,0,15,1,0,0,0
1229,1,0.8,0,1,1,3,0.1,126,4,6,1733,1459,815,11,12,12,1,1,0,0
1037,0,2.3,0,3,0,10,0.3,167,7,4,1853,1767,486,8,10,17,0,0,1,0
2127,1,1.0,1,0,1,24,0.5,133,3,4,1121,1022,1888,5,14,8,0,1,1,1
1919,1,1.2,1,14,1,60,0.4,91,3,19,20,1230,2383,17,15,8,1,1,0,2
2275,0,0.6,0,9,1,16,0.2,110,4,16,1206,1157,1948,14,1,7,0,0,0,2
2512,1,1.8,1,5,1,42,0.2,85,8,8,208,1272,2323,13,12,17,1,0,1,2
3359,0,3.0,0,7,0,48,0.5,196,1,8,897,1529,1424,12,12,17,1,1,0,2
4297,1,0.9,1,11,0,99,0.3,155,2,14,728,1360,3459,10,17,3,1,1,1,3
1812,1,1.5,0,0,0,10,0.9,103,8,6,1590,1717,993,12,10,7,0,1,0,1
4578,1,2.7,1,8,0,62,0.3,168,5,18,1536,655,3625,6,9,12,1,0,1,3
826,1,1.9,1,2,0,3,0.7,139,8,3,1703,1919,728,17,8,10,0,0,1,0
2694,1,1.6,1,6,1,21,0.8,143,5,16,677,652,2841,5,8,6,1,1,0,2
3286,0,2.6,0,13,1,152,0.4,170,5,9,936,536,3061,17,0,19,0,0,0,3
1751,1,1.4,1,4,0,16,0.8,142,8,3,665,993,1437,10,7,13,1,0,1,1
2776,1,1.7,0,12,1,63,0.8,98,4,18,1233,1002,2791,11,12,17,0,0,1,2
2447,1,1.4,0,17,0,68,0.7,183,4,13,1773,863,2428,13,11,19,1,0,0,3
2060,1,1.6,1,3,0,28,0.4,169,4,6,1096,982,1153,8,15,18,0,0,0,1
1413,0,1.0,1,4,0,7,0.2,155,3,6,528,1802,539,12,0,17,1,0,1,0
2046,0,2.4,1,6,0,22,0.2,113,5,12,1776,1015,2172,11,12,4,1,1,0,2
2429,0,1.0,0,11,0,230,0.4,98,1,10,685,1460,3553,18,0,14,0,1,0,3
2582,0,2.8,0,17,0,24,0.5,182,7,18,213,1046,2054,12,15,6,0,1,0,2
3050,0,2.4,1,10,1,43,0.8,134,7,13,881,609,3688,11,2,4,1,0,0,3
2819,0,1.4,1,14,1,26,0.3,191,2,11,935,947,1963,14,16,2,1,0,1,2
1370,0,0.9,1,4,0,10,0.7,135,1,3,1782,1660,1021,5,5,2,1,0,1,1
1937,1,2.1,0,7,1,27,0.3,117,6,10,1657,914,2527,15,17,5,1,0,1,2
668,0,2.3,0,4,0,5,0.3,169,3,3,1664,545,1022,5,9,16,1,0,0,0
2482,0,2.7,1,5,1,32,0.2,108,3,17,1687,983,1322,7,8,6,0,0,0,2
1568,0,1.4,0,5,0,29,1.0,153,2,13,784,736,3050,15,10,15,1,1,1,2
2787,1,2.3,1,7,1,38,0.6,187,8,9,1563,952,2106,6,15,3,1,0,1,2
600,0,1.3,0,0,1,7,0.3,155,4,4,1486,526,408,18,5,10,0,0,0,0
656,0,1.1,1,1,1,15,0.4,121,2,3,1276,624,308,9,14,12,0,1,1,0
5422,0,2.8,1,7,1,128,1.0,104,6,19,1260,1175,3031,9,4,13,1,1,0,3
2831,1,2.7,1,8,1,62,1.0,107,3,9,1833,552,2229,16,5,16,0,0,1,2
1492,0,0.8,0,4,0,9,0.4,157,1,7,1147,1402,367,13,10,10,0,0,0,0
617,1,1.4,0,3,0,13,0.5,156,2,7,1558,1029,937,15,1,18,1,1,1,0
1674,0,2.7,0,2,1,25,0.4,163,8,2,409,505,659,10,14,7,1,1,1,1
1387,0,2.3,0,2,0,2,0.9,156,4,2,680,1239,436,15,2,13,1,1,0,0
1923,1,2.4,1,3,0,15,0.2,171,5,6,1861,1298,666,9,9,4,0,1,1,1
1974,0,1.3,1,0,0,14,0.9,170,7,5,278,1511,1738,18,8,6,0,1,0,1
1158,1,2.6,0,1,0,10,0.2,105,3,3,216,817,445,10,3,4,1,1,1,0
2925,0,1.6,1,6,1,31,0.4,182,6,19,1839,883,3070,10,11,10,0,1,0,2
2422,0,1.2,0,3,0,29,0.9,160,6,5,310,1444,1665,5,11,2,1,1,1,1
2397,1,1.1,1,2,0,26,0.3,172,3,3,1336,1611,1549,9,13,14,0,0,0,1
2571,1,0.7,1,19,0,54,0.6,195,6,18,1218,871,2588,7,5,5,0,1,1,2
2430,1,1.4,0,3,1,11,1.0,114,3,6,1116,1368,1387,15,9,16,1,0,0,1
2397,1,3.0,0,10,1,59,0.5,106,8,20,1470,1585,2805,15,13,6,0,1,1,2
4460,1,2.4,0,16,1,63,0.4,169,3,9,1327,912,3624,8,7,5,0,1,1,3
2054,1,1.2,0,2,1,27,0.3,135,4,5,373,1698,1837,5,11,2,0,0,1,1
3438,1,3.0,0,18,1,34,0.7,186,6,8,767,949,2869,15,4,10,1,1,0,2
791,1,1.6,0,3,1,14,0.2,132,7,4,269,1081,407,15,5,13,1,0,0,0
1860,1,1.0,0,4,0,22,0.2,146,6,6,1458,1309,1093,10,6,6,1,1,1,1
958,0,2.6,1,1,0,12,0.5,92,8,5,647,1167,313,14,2,11,1,1,0,0
3363,1,2.3,0,6,1,49,0.3,193,7,18,1847,682,2722,5,15,2,0,0,0,2
2888,1,0.8,1,6,1,29,0.4,195,5,12,334,1619,1273,6,15,4,1,1,0,2
654,1,1.7,0,4,1,13,0.6,189,6,6,1220,1320,416,5,4,14,1,0,0,0
1151,1,2.4,0,1,1,14,0.2,123,1,7,591,1911,984,7,7,11,1,0,0,1
2654,1,1.9,0,7,0,33,0.7,197,5,17,954,1821,1565,17,0,18,1,0,1,2
625,1,2.3,0,4,0,12,0.8,90,7,5,93,608,903,16,17,13,0,1,0,0
777,0,1.0,0,0,0,7,0.5,187,1,4,1112,1825,829,13,11,17,1,1,0,0
4283,0,1.5,0,14,1,41,0.1,156,4,8,508,678,2374,10,2,19,0,0,1,3
1368,0,0.6,0,2,0,19,0.7,197,3,7,1243,1356,1333,18,10,5,1,1,1,1
995,1,1.7,0,2,0,13,0.8,121,2,7,623,1393,272,16,9,18,1,0,1,0
3193,1,1.9,1,15,1,172,0.7,92,6,14,1292,555,3003,16,2,14,0,0,0,3
1062,0,1.8,1,0,1,25,0.4,111,4,4,1482,1024,879,9,11,16,1,0,1,1
1347,0,2.2,1,3,1,16,0.7,126,3,7,522,887,745,15,4,12,1,0,1,1
4978,0,0.9,1,17,1,129,0.8,147,5,11,749,577,3201,14,16,15,1,1,1,3
890,0,2.9,1,1,0,7,0.1,182,5,6,513,1173,697,9,16,19,0,0,0,0
1743,0,1.0,1,16,1,50,1.0,196,8,9,450,1521,1828,13,13,3,0,0,0,2
976,0,1.8,1,4,1,13,1.0,97,8,6,986,1411,653,17,2,5,0,0,1,0
3383,0,0.8,1,16,0,88,0.4,118,7,9,936,821,3559,15,12,13,1,0,0,3
2667,0,2.3,0,12,1,59,0.1,86,6,19,532,1358,2138,15,1,7,1,0,0,2
4311,1,1.2,0,19,1,172,0.4,134,4,17,512,767,3260,18,4,12,0,1,1,3
3277,1,0.8,0,18,1,205,0.7,99,2,10,402,785,2392,9,13,9,1,1,0,3
2647,1,1.3,0,5,1,40,0.7,192,4,13,833,882,2877,15,0,9,0,1,0,2
1524,0,0.7,0,19,1,29,0.6,189,5,10,303,1427,2588,12,10,3,0,0,1,2
3069,0,2.6,1,5,1,149,0.8,187,6,13,1636,1822,3398,5,10,9,0,0,0,3
1871,1,1.0,1,1,1,23,0.6,185,6,7,411,582,1823,14,1,7,0,0,1,1
2475,1,2.1,0,11,0,58,0.7,103,1,15,1803,563,3355,14,12,10,1,1,1,3
1353,1,1.9,1,3,1,19,0.3,180,8,2,1072,1205,1274,13,4,9,1,0,1,1
1899,1,2.9,1,3,0,11,0.8,91,1,7,727,1366,1277,14,7,4,1,0,1,1
783,1,2.5,1,0,1,12,0.8,84,7,6,1876,1865,470,17,14,7,0,1,0,0
4668,0,2.5,0,13,1,206,0.5,144,1,9,915,1495,2226,5,7,10,0,1,0,3
1806,0,1.5,0,8,1,35,0.8,124,8,10,672,1093,2061,17,10,18,0,0,1,2
1052,1,2.8,1,3,1,13,0.5,107,2,5,878,1397,257,17,5,7,1,1,1,0
1420,0,2.6,0,3,1,15,0.5,96,7,2,1499,1857,1443,15,17,15,0,1,0,1
2464,1,1.7,1,18,1,51,0.6,135,1,19,1409,1278,1596,13,7,8,0,0,0,2
686,0,2.3,1,4,0,15,0.3,96,3,5,1149,668,354,8,14,6,0,1,1,0
1762,0,2.7,1,4,1,15,0.1,144,7,5,1369,1888,746,15,3,2,1,0,1,1
2179,1,2.3,1,4,0,21,0.9,173,7,4,120,677,753,10,17,18,0,1,0,1
1602,1,2.8,0,2,1,14,0.9,109,3,5,1740,1869,1717,6,12,10,0,0,0,1
1797,0,1.2,1,1,0,16,0.1,198,8,6,1768,1331,673,5,1,10,0,0,1,1
1386,0,2.7,0,4,0,12,0.6,162,1,4,1270,1714,939,7,13,11,0,1,1,0
3485,1,2.0,1,7,1,45,0.2,176,8,10,977,1035,2248,10,15,7,0,0,1,2
1108,0,2.2,1,1,0,3,0.9,96,6,6,1380,1921,647,5,6,2,0,0,1,0
2387,0,2.0,1,16,0,53,0.5,161,4,12,1204,1955,1741,12,3,9,0,0,0,2
1920,1,2.3,1,1,0,18,0.9,92,7,7,1657,1659,1453,15,9,3,1,0,0,1
1375,1,1.3,1,4,1,29,0.5,109,4,2,350,509,1935,11,8,5,0,0,0,1
3004,1,2.5,1,12,1,61,0.3,106,3,11,916,1710,2163,16,10,17,0,0,0,3
1844,0,2.6,0,3,0,27,0.5,182,2,7,82,580,571,6,15,3,1,1,0,1
1620,0,2.0,0,2,1,23,0.4,100,4,2,584,1925,1058,14,17,19,1,0,0,1
1052,1,2.3,0,0,0,17,0.7,105,6,6,786,1585,680,8,0,16,0,1,1,1
1474,0,2.3,0,1,0,7,0.6,172,3,2,1162,1911,368,8,6,10,0,0,1,0
4973,0,1.2,0,18,0,203,0.8,182,1,12,548,1635,2332,10,15,16,1,0,1,3
3211,0,1.4,0,5,1,60,0.1,184,8,9,1757,1448,1084,10,12,16,1,0,1,2
564,0,2.9,0,2,1,15,0.5,153,1,5,1169,830,426,11,14,4,0,0,1,0
2648,0,0.5,0,6,1,25,0.3,159,8,20,556,1352,1552,10,2,19,1,0,1,2
1229,0,1.7,0,0,0,30,1.0,152,3,5,357,1297,1848,13,14,10,0,0,0,1
1906,0,0.9,0,3,1,18,0.3,175,5,7,1124,1190,713,9,6,6,1,0,1,1
